Year;ID_Unit;ID_UnitType;RegistrationNumber;UnitName;Location;RegularMembersTo6;RegularMembersTo15;RegularMembersTo18;RegularMembersTo26;RegularMembersFrom26;RegularMembers;MembersTo6;MembersTo15;MembersTo18;MembersTo26;MembersFrom26;Members
2016;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;23;576;102;132;175;1008;23;576;102;132;176;1009
2015;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;23;530;111;123;165;952;23;530;111;123;165;952
2014;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;17;583;97;132;160;989;17;583;97;133;160;990
2013;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;3;503;98;131;156;891;3;503;99;131;156;892
2012;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;7;460;101;136;151;855;7;460;101;138;152;858
2011;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;3;461;98;154;144;860;3;461;98;156;145;863
2010;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;2;442;96;156;144;840;2;442;96;159;145;844
2009;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;3;492;105;161;138;899;3;492;105;161;138;899
2008;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;1;453;147;149;132;882;1;453;147;149;132;882
2007;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;1;488;150;137;124;900;1;488;150;137;124;900
2006;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;3;537;140;147;126;953;3;537;140;147;126;953
2005;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;4;636;137;173;137;1087;4;636;137;173;137;1087
2004;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;0;748;146;197;135;1226;0;748;146;197;135;1226
2003;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;4;800;170;184;147;1305;4;800;170;184;147;1305
2019;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;14;581;84;92;211;982;14;582;85;93;212;986
2018;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;16;544;76;89;196;921;16;544;76;90;197;923
2017;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;7;516;74;85;194;876;7;516;74;86;195;878
2016;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;14;511;67;79;192;863;14;511;67;80;193;865
2015;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;10;490;66;82;167;815;10;490;67;82;167;816
2014;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;19;441;47;80;155;742;19;441;48;80;156;744
2013;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;11;446;43;86;146;732;11;447;44;86;146;734
2012;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;22;416;37;109;139;723;22;418;37;109;139;725
2011;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;9;409;63;100;136;717;9;412;63;100;136;720
2010;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;9;393;68;104;137;711;9;393;68;104;137;711
2009;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;7;389;77;114;129;716;7;389;77;114;129;716
2008;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;6;363;73;122;130;694;6;363;73;122;130;694
2007;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;15;328;99;124;134;700;15;328;99;124;134;700
2006;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;4;350;102;130;138;724;4;350;102;130;138;724
2005;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;4;374;111;130;129;748;4;374;111;130;129;748
2004;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;2;419;102;128;124;775;2;419;102;128;124;775
2003;24476;okres;11A;okres Praha 10;Praha 4 - Lhotka;1;465;98;128;119;811;1;465;98;128;119;811
2019;23987;okres;21A;okres Praha-západ;Praha 5;9;457;100;77;105;748;9;461;102;77;114;763
2018;23987;okres;21A;okres Praha-západ;Praha 5;4;445;83;70;94;696;4;450;84;70;100;708
2017;23987;okres;21A;okres Praha-západ;Praha 5;17;440;69;67;97;690;17;446;70;67;102;702
2016;23987;okres;21A;okres Praha-západ;Praha 5;25;427;55;72;90;669;25;434;55;72;92;678
2015;23987;okres;21A;okres Praha-západ;Praha 5;20;406;52;65;76;619;20;412;52;65;77;626
2014;23987;okres;21A;okres Praha-západ;Praha 5;17;383;59;64;67;590;17;390;59;64;70;600
2013;23987;okres;21A;okres Praha-západ;Praha 5;25;347;47;72;67;558;25;347;47;72;68;559
2012;23987;okres;21A;okres Praha-západ;Praha 5;29;305;42;57;75;508;29;305;42;58;75;509
2011;23987;okres;21A;okres Praha-západ;Praha 5;14;304;30;57;69;474;14;304;30;58;69;475
2010;23987;okres;21A;okres Praha-západ;Praha 5;21;261;48;54;69;453;21;261;48;54;69;453
2009;23987;okres;21A;okres Praha-západ;Praha 5;23;237;41;61;59;421;23;237;41;61;59;421
2008;23987;okres;21A;okres Praha-západ;Praha 5;5;226;48;47;61;387;5;226;48;47;61;387
2007;23987;okres;21A;okres Praha-západ;Praha 5;3;213;47;55;57;375;3;213;47;55;57;375
2006;23987;okres;21A;okres Praha-západ;Praha 5;1;203;46;54;50;354;1;203;46;54;50;354
2005;23987;okres;21A;okres Praha-západ;Praha 5;1;249;43;51;52;396;1;249;43;51;52;396
2004;23987;okres;21A;okres Praha-západ;Praha 5;1;259;42;53;46;401;1;259;42;53;46;401
2003;23987;okres;21A;okres Praha-západ;Praha 5;2;285;40;42;47;416;2;285;40;42;47;416
2019;24032;okres;21B;okres Pøíbram;Lešetice;18;454;67;76;142;757;18;454;67;76;142;757
2018;24032;okres;21B;okres Pøíbram;Milín;9;386;75;57;149;676;9;386;75;57;149;676
2017;24032;okres;21B;okres Pøíbram;Milín;10;384;58;70;137;659;10;384;58;70;137;659
2016;24032;okres;21B;okres Pøíbram;Milín;9;398;50;61;139;657;9;398;50;61;139;657
2015;24032;okres;21B;okres Pøíbram;Milín;22;387;43;63;137;652;22;387;43;63;137;652
2014;24032;okres;21B;okres Pøíbram;Milín;10;356;41;64;122;593;10;356;41;64;122;593
2013;24032;okres;21B;okres Pøíbram;Milín;7;327;42;72;111;559;7;327;42;72;111;559
2012;24032;okres;21B;okres Pøíbram;Milín;7;312;42;76;100;537;7;312;42;76;100;537
2011;24032;okres;21B;okres Pøíbram;Milín;5;297;49;72;98;521;5;297;49;72;100;523
2010;24032;okres;21B;okres Pøíbram;Milín;8;271;43;82;82;486;8;271;43;82;84;488
2009;24032;okres;21B;okres Pøíbram;Milín;5;270;45;75;79;474;5;270;45;75;79;474
2008;24032;okres;21B;okres Pøíbram;Milín;2;275;52;90;82;501;2;275;52;90;82;501
2007;24032;okres;21B;okres Pøíbram;Milín;1;296;55;82;69;503;1;296;55;82;69;503
2006;24032;okres;21B;okres Pøíbram;Milín;1;281;54;83;75;494;1;281;54;83;75;494
2005;24032;okres;21B;okres Pøíbram;Milín;0;237;63;82;80;462;0;237;63;82;80;462
2004;24032;okres;21B;okres Pøíbram;Milín;2;286;88;70;87;533;2;286;88;70;87;533
2003;24032;okres;21B;okres Pøíbram;Milín;0;311;72;70;88;541;0;311;72;70;88;541
2006;24099;okres;21C;okres Rakovník;Rakovník;0;82;48;41;27;198;0;82;48;41;27;198
2005;24099;okres;21C;okres Rakovník;Rakovník;0;102;39;35;22;198;0;102;39;35;22;198
2004;24099;okres;21C;okres Rakovník;Rakovník;0;128;32;32;21;213;0;128;32;32;21;213
2003;24099;okres;21C;okres Rakovník;Rakovník;0;155;25;36;23;239;0;155;25;36;23;239
