Year;ID_Unit;ID_UnitType;RegistrationNumber;UnitName;Location;RegularMembersTo6;RegularMembersTo15;RegularMembersTo18;RegularMembersTo26;RegularMembersFrom26;RegularMembers;MembersTo6;MembersTo15;MembersTo18;MembersTo26;MembersFrom26;Members
2007;25106;okres;711;Okres Jeseník;Jeseník;0;70;14;21;24;129;0;70;14;21;24;129
2006;25106;okres;711;Okres Jeseník;Jeseník;0;81;17;20;28;146;0;81;17;20;28;146
2005;25106;okres;711;Okres Jeseník;Jeseník;1;94;16;19;23;153;1;94;16;19;23;153
2004;25106;okres;711;Okres Jeseník;Jeseník;0;99;14;23;18;154;0;99;14;23;18;154
2003;25106;okres;711;Okres Jeseník;Jeseník;1;119;15;25;21;181;1;119;15;25;21;181
2019;25904;okres;712;okres Olomouc;Olomouc 9;68;1066;172;219;379;1904;68;1066;172;219;382;1907
2018;25904;okres;712;okres Olomouc;Olomouc 9;46;998;152;227;335;1758;46;998;152;227;339;1762
2017;25904;okres;712;okres Olomouc;Olomouc 9;46;975;140;220;317;1698;46;975;140;220;321;1702
2016;25904;okres;712;okres Olomouc;Olomouc 9;46;923;128;212;293;1602;46;923;128;212;296;1605
2015;25904;okres;712;okres Olomouc;Olomouc 9;35;906;137;205;275;1558;35;906;137;205;278;1561
2014;25904;okres;712;okres Olomouc;Olomouc 9;11;866;125;210;260;1472;11;866;125;210;262;1474
2013;25904;okres;712;okres Olomouc;Olomouc 9;15;779;126;209;244;1373;15;779;126;212;246;1378
2012;25904;okres;712;okres Olomouc;Olomouc 9;12;795;128;201;239;1375;12;795;130;206;240;1383
2011;25904;okres;712;okres Olomouc;Olomouc 9;15;736;139;197;242;1329;15;736;143;201;243;1338
2010;25904;okres;712;okres Olomouc;Olomouc 9;26;737;156;175;257;1351;26;737;162;184;258;1367
2009;25904;okres;712;okres Olomouc;Olomouc 9;19;655;191;214;254;1333;19;655;191;214;254;1333
2008;25904;okres;712;okres Olomouc;Olomouc 9;9;685;221;223;257;1395;9;685;221;223;257;1395
2007;25904;okres;712;okres Olomouc;Olomouc 9;26;757;218;229;252;1482;26;757;218;229;252;1482
2006;25904;okres;712;okres Olomouc;Olomouc 9;5;835;213;226;232;1511;5;835;213;226;232;1511
2005;25904;okres;712;okres Olomouc;Olomouc 9;8;892;213;207;218;1538;8;892;213;207;218;1538
2004;25904;okres;712;okres Olomouc;Olomouc 9;3;876;210;214;220;1523;3;876;210;214;220;1523
2003;25904;okres;712;okres Olomouc;Olomouc 9;6;941;180;239;224;1590;6;941;180;239;224;1590
2019;25998;okres;713;okres Prostìjov;Prostìjov 1;5;293;49;48;69;464;5;293;49;48;69;464
2018;25998;okres;713;okres Prostìjov;Prostìjov 1;4;276;44;41;69;434;4;276;44;41;69;434
2017;25998;okres;713;okres Prostìjov;Prostìjov 1;4;253;42;49;63;411;4;253;42;49;63;411
2016;25998;okres;713;okres Prostìjov;Prostìjov 1;8;276;35;49;62;430;8;276;35;49;62;430
2015;25998;okres;713;okres Prostìjov;Prostìjov 1;5;255;34;42;65;401;5;255;34;42;65;401
2014;25998;okres;713;okres Prostìjov;Prostìjov 1;6;249;37;43;63;398;6;249;37;43;63;398
2013;25998;okres;713;okres Prostìjov;Prostìjov 1;8;233;40;43;56;380;8;233;40;43;56;380
2012;25998;okres;713;okres Prostìjov;Prostìjov 1;0;193;28;44;42;307;0;193;28;44;42;307
2011;25998;okres;713;okres Prostìjov;Prostìjov 1;2;193;25;44;39;303;2;193;25;44;39;303
2010;25998;okres;713;okres Prostìjov;Prostìjov 1;0;193;22;43;35;293;0;193;22;43;35;293
2009;25998;okres;713;okres Prostìjov;Prostìjov 1;1;196;30;42;38;307;1;196;30;42;38;307
2008;25998;okres;713;okres Prostìjov;Prostìjov 1;1;203;32;41;39;316;1;203;32;41;39;316
2007;25998;okres;713;okres Prostìjov;Prostìjov 1;1;193;33;46;33;306;1;193;33;46;33;306
2006;25998;okres;713;okres Prostìjov;Prostìjov 1;1;198;32;38;32;301;1;198;32;38;32;301
2005;25998;okres;713;okres Prostìjov;Prostìjov 1;0;175;29;27;35;266;0;175;29;27;35;266
2004;25998;okres;713;okres Prostìjov;Prostìjov 1;0;137;25;29;39;230;0;137;25;29;39;230
2003;25998;okres;713;okres Prostìjov;Prostìjov 1;1;142;30;32;35;240;1;142;30;32;35;240
2019;26030;okres;714;okres Pøerov;Pøerov;26;184;35;48;118;411;26;184;35;48;118;411
2018;26030;okres;714;okres Pøerov;Pøerov;21;178;47;42;119;407;21;178;47;42;119;407
2017;26030;okres;714;okres Pøerov;Pøerov;10;151;44;36;109;350;10;151;44;36;109;350
2016;26030;okres;714;okres Pøerov;Pøerov;12;155;34;48;100;349;12;155;34;48;100;349
2015;26030;okres;714;okres Pøerov;Pøerov;9;144;26;59;90;328;9;144;26;59;90;328
2014;26030;okres;714;okres Pøerov;Pøerov;5;123;18;58;89;293;5;123;18;58;89;293
2013;26030;okres;714;okres Pøerov;Pøerov;2;120;19;63;86;290;2;120;19;63;86;290
2012;26030;okres;714;okres Pøerov;Pøerov;6;168;21;65;79;339;6;168;21;65;79;339
2011;26030;okres;714;okres Pøerov;Pøerov;4;116;17;65;86;288;4;116;17;65;86;288
2010;26030;okres;714;okres Pøerov;Pøerov;1;127;21;75;80;304;1;127;21;75;80;304
2009;26030;okres;714;okres Pøerov;Pøerov;8;129;30;80;69;316;8;129;30;80;69;316
2008;26030;okres;714;okres Pøerov;Pøerov;6;145;54;52;65;322;6;145;54;52;65;322
2007;26030;okres;714;okres Pøerov;Pøerov;9;142;50;55;66;322;9;142;50;55;66;322
2006;26030;okres;714;okres Pøerov;Pøerov;4;129;44;40;61;278;4;129;44;40;61;278
2005;26030;okres;714;okres Pøerov;Pøerov;1;174;34;34;63;306;1;174;34;34;63;306
2004;26030;okres;714;okres Pøerov;Pøerov;5;158;34;25;68;290;5;158;34;25;68;290
2003;26030;okres;714;okres Pøerov;Pøerov;1;167;25;23;61;277;1;167;25;23;61;277
2019;26061;okres;715;okres Šumperk;Šumperk;38;748;106;153;268;1313;38;748;106;153;268;1313
2018;26061;okres;715;okres Šumperk;Šumperk;30;661;108;149;238;1186;30;661;108;149;238;1186
2017;26061;okres;715;okres Šumperk;Šumperk;39;659;108;141;226;1173;39;659;108;141;226;1173
2016;26061;okres;715;okres Šumperk;Šumperk;26;699;93;148;218;1184;26;699;93;148;218;1184
2015;26061;okres;715;okres Šumperk;Šumperk;22;675;95;136;203;1131;22;675;95;136;203;1131
2014;26061;okres;715;okres Šumperk;Šumperk;22;614;85;137;192;1050;22;614;85;137;192;1050
2013;26061;okres;715;okres Šumperk;Šumperk;19;585;86;149;182;1021;19;585;86;149;182;1021
2012;26061;okres;715;okres Šumperk;Šumperk;20;535;88;164;179;986;20;535;88;166;180;989
2011;26061;okres;715;okres Šumperk;Šumperk;27;502;91;156;158;934;27;502;91;159;159;938
2010;26061;okres;715;okres Šumperk;Šumperk;10;492;102;152;156;912;10;492;104;157;157;920
2009;26061;okres;715;okres Šumperk;Šumperk;9;455;128;158;164;914;9;455;128;158;164;914
2008;26061;okres;715;okres Šumperk;Šumperk;9;399;120;142;138;808;9;399;120;142;138;808
2007;26061;okres;715;okres Šumperk;Šumperk;6;431;109;132;140;818;6;431;109;132;140;818
2006;26061;okres;715;okres Šumperk;Šumperk;7;500;114;124;163;908;7;500;114;124;163;908
2005;26061;okres;715;okres Šumperk;Šumperk;0;542;113;111;114;880;0;542;113;111;114;880
2004;26061;okres;715;okres Šumperk;Šumperk;1;558;125;105;110;899;1;558;125;105;110;899
2003;26061;okres;715;okres Šumperk;Šumperk;0;561;112;100;105;878;0;561;112;100;105;878
2019;24839;kraj;720;Zlínský kraj;Zlín;102;2266;356;427;838;3989;102;2266;356;428;838;3990
2018;24839;kraj;720;Zlínský kraj;Zlín;100;2134;337;424;800;3795;100;2134;338;424;801;3797
2017;24839;kraj;720;Zlínský kraj;Zlín;85;2010;320;421;754;3590;85;2010;320;421;755;3591
2016;24839;kraj;720;Zlínský kraj;Zlín;76;1941;300;440;678;3435;76;1941;300;440;678;3435
2015;24839;kraj;720;Zlínský kraj;Zlín;89;1812;270;437;650;3258;89;1812;270;438;651;3260
2014;24839;kraj;720;Zlínský kraj;Zlín;56;1660;275;443;598;3032;56;1660;275;443;598;3032
2013;24839;kraj;720;Zlínský kraj;Zlín;43;1560;265;428;566;2862;43;1560;265;428;566;2862
2012;24839;kraj;720;Zlínský kraj;Zlín;27;1454;296;433;557;2767;27;1454;296;435;557;2769
2011;24839;kraj;720;Zlínský kraj;Zlín;40;1469;309;450;522;2790;40;1469;309;454;523;2795
2010;24839;kraj;720;Zlínský kraj;Zlín;38;1580;321;480;544;2963;38;1581;323;487;544;2973
2009;24839;kraj;720;Zlínský kraj;Zlín;43;1584;309;470;563;2969;43;1584;309;470;563;2969
2008;24839;kraj;720;Zlínský kraj;Zlín;25;1556;353;459;543;2936;25;1556;353;459;543;2936
2007;24839;kraj;720;Zlínský kraj;Zlín;35;1530;356;463;537;2921;35;1530;356;463;537;2921
2006;24839;kraj;720;Zlínský kraj;Zlín;9;1599;372;481;530;2991;9;1599;372;481;530;2991
2005;24839;kraj;720;Zlínský kraj;Zlín;7;1718;407;494;516;3142;7;1718;407;494;516;3142
2004;24839;kraj;720;Zlínský kraj;Zlín;5;1871;452;487;521;3336;5;1871;452;487;521;3336
2003;24839;kraj;720;Zlínský kraj;Zlín;4;1991;434;494;506;3429;4;1991;434;494;506;3429
2019;24840;okres;721;okres Kromìøíž;Kromìøíž;14;298;35;43;126;516;14;298;35;44;126;517
2018;24840;okres;721;okres Kromìøíž;Kromìøíž;20;302;33;45;123;523;20;302;34;45;123;524
2017;24840;okres;721;okres Kromìøíž;Kromìøíž;14;261;29;57;114;475;14;261;29;57;114;475
2016;24840;okres;721;okres Kromìøíž;Kromìøíž;15;260;25;57;96;453;15;260;25;57;96;453
2015;24840;okres;721;okres Kromìøíž;Kromìøíž;15;244;25;52;98;434;15;244;25;52;99;435
2014;24840;okres;721;okres Kromìøíž;Kromìøíž;11;173;28;58;92;362;11;173;28;58;92;362
2013;24840;okres;721;okres Kromìøíž;Kromìøíž;12;147;29;54;81;323;12;147;29;54;81;323
2012;24840;okres;721;okres Kromìøíž;Kromìøíž;6;131;35;53;85;310;6;131;35;53;85;310
2011;24840;okres;721;okres Kromìøíž;Kromìøíž;2;118;38;58;95;311;2;118;38;59;95;312
2010;24840;okres;721;okres Kromìøíž;Kromìøíž;1;123;46;53;96;319;1;123;47;54;96;321
2009;24840;okres;721;okres Kromìøíž;Kromìøíž;2;133;45;48;101;329;2;133;45;48;101;329
2008;24840;okres;721;okres Kromìøíž;Kromìøíž;1;124;46;52;106;329;1;124;46;52;106;329
2007;24840;okres;721;okres Kromìøíž;Kromìøíž;2;128;40;55;103;328;2;128;40;55;103;328
2006;24840;okres;721;okres Kromìøíž;Kromìøíž;0;140;37;69;98;344;0;140;37;69;98;344
2005;24840;okres;721;okres Kromìøíž;Kromìøíž;0;186;46;73;109;414;0;186;46;73;109;414
2004;24840;okres;721;okres Kromìøíž;Kromìøíž;1;186;57;66;97;407;1;186;57;66;97;407
2003;24840;okres;721;okres Kromìøíž;Kromìøíž;1;186;55;69;91;402;1;186;55;69;91;402
2019;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;17;431;71;71;145;735;17;431;71;71;145;735
2018;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;7;648;105;129;261;1150;7;648;105;129;261;1150
2017;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;13;580;100;122;243;1058;13;580;100;122;243;1058
2016;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;6;575;97;134;225;1037;6;575;97;134;225;1037
2015;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;6;524;82;133;214;959;6;524;82;133;214;959
2014;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;0;540;80;131;210;961;0;540;80;131;210;961
2013;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;0;493;73;128;202;896;0;493;73;128;202;896
2012;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;0;449;72;121;200;842;0;449;72;121;200;842
2011;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;4;465;70;136;191;866;4;465;70;136;191;866
2010;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;10;492;79;130;187;898;10;492;79;130;187;898
2009;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;5;480;80;121;183;869;5;480;80;121;183;869
2008;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;0;467;104;94;168;833;0;467;104;94;168;833
2007;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;0;455;94;96;158;803;0;455;94;96;158;803
2006;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;0;455;92;99;162;808;0;455;92;99;162;808
2005;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;1;509;88;111;153;862;1;509;88;111;153;862
2004;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;0;503;93;124;141;861;0;503;93;124;141;861
2003;24876;okres;722;okres Uherské Hradištì;Uherské Hradištì;0;539;95;125;141;900;0;539;95;125;141;900
2019;24934;okres;723;okres Vsetín;Vsetín;20;484;61;70;146;781;20;484;61;70;146;781
2018;24934;okres;723;okres Vsetín;Vsetín;23;404;58;62;137;684;23;404;58;62;138;685
2017;24934;okres;723;okres Vsetín;Vsetín;22;394;50;60;137;663;22;394;50;60;138;664
2016;24934;okres;723;okres Vsetín;Vsetín;19;368;48;71;112;618;19;368;48;71;112;618
2015;24934;okres;723;okres Vsetín;Vsetín;26;333;45;68;110;582;26;333;45;69;110;583
2014;24934;okres;723;okres Vsetín;Vsetín;13;289;62;62;91;517;13;289;62;62;91;517
2013;24934;okres;723;okres Vsetín;Vsetín;7;267;51;66;84;475;7;267;51;66;84;475
2012;24934;okres;723;okres Vsetín;Vsetín;5;253;60;67;80;465;5;253;60;67;80;465
2011;24934;okres;723;okres Vsetín;Vsetín;1;279;51;65;73;469;1;279;51;65;73;469
2010;24934;okres;723;okres Vsetín;Vsetín;5;348;68;91;81;593;5;349;68;91;81;594
2009;24934;okres;723;okres Vsetín;Vsetín;8;370;68;94;102;642;8;370;68;94;102;642
2008;24934;okres;723;okres Vsetín;Vsetín;3;394;75;111;102;685;3;394;75;111;102;685
2007;24934;okres;723;okres Vsetín;Vsetín;11;389;79;114;98;691;11;389;79;114;98;691
2006;24934;okres;723;okres Vsetín;Vsetín;7;421;103;115;96;742;7;421;103;115;96;742
2005;24934;okres;723;okres Vsetín;Vsetín;6;458;122;109;92;787;6;458;122;109;92;787
2004;24934;okres;723;okres Vsetín;Vsetín;2;528;125;110;89;854;2;528;125;110;89;854
2003;24934;okres;723;okres Vsetín;Vsetín;1;557;120;123;84;885;1;557;120;123;84;885
2019;25001;okres;724;okres Zlín;Zlín 1;50;807;158;187;286;1488;50;807;158;190;287;1492
2018;25001;okres;724;okres Zlín;Zlín 1;50;780;141;188;279;1438;50;780;141;193;279;1443
2017;25001;okres;724;okres Zlín;Zlín 1;36;775;141;182;260;1394;36;775;142;185;261;1399
2016;25001;okres;724;okres Zlín;Zlín 1;36;738;130;178;245;1327;36;738;132;180;246;1332
2015;25001;okres;724;okres Zlín;Zlín 1;42;711;118;184;228;1283;42;711;119;187;228;1287
2014;25001;okres;724;okres Zlín;Zlín 1;32;658;105;192;205;1192;32;658;107;194;206;1197
2013;25001;okres;724;okres Zlín;Zlín 1;24;653;112;180;199;1168;24;653;112;180;199;1168
2012;25001;okres;724;okres Zlín;Zlín 1;16;621;129;192;192;1150;16;621;129;194;192;1152
2011;25001;okres;724;okres Zlín;Zlín 1;33;607;150;191;163;1144;33;607;150;194;164;1148
2010;25001;okres;724;okres Zlín;Zlín 1;22;617;128;206;180;1153;22;617;129;213;180;1161
2009;25001;okres;724;okres Zlín;Zlín 1;28;601;116;207;177;1129;28;601;116;207;177;1129
2008;25001;okres;724;okres Zlín;Zlín 1;21;571;128;202;167;1089;21;571;128;202;167;1089
2007;25001;okres;724;okres Zlín;Zlín 1;22;558;143;198;178;1099;22;558;143;198;178;1099
2006;25001;okres;724;okres Zlín;Zlín 1;2;583;140;198;174;1097;2;583;140;198;174;1097
2005;25001;okres;724;okres Zlín;Zlín 1;0;565;151;201;162;1079;0;565;151;201;162;1079
2004;25001;okres;724;okres Zlín;Zlín 1;2;654;177;187;194;1214;2;654;177;187;194;1214
2003;25001;okres;724;okres Zlín;Zlín 1;2;709;164;177;190;1242;2;709;164;177;190;1242
2019;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;85;2945;544;579;872;5025;85;2945;551;595;875;5051
2018;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;87;2716;515;580;811;4709;87;2716;515;580;813;4711
2017;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;85;2557;468;576;758;4444;85;2557;468;576;760;4446
2016;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;51;2521;409;577;683;4241;51;2521;409;577;684;4242
2015;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;57;2456;391;558;656;4118;57;2456;391;558;656;4118
2014;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;49;2414;369;587;619;4038;49;2414;369;587;619;4038
2013;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;36;2274;401;579;601;3891;36;2274;402;580;601;3893
2012;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;24;2121;470;619;574;3808;24;2121;470;621;576;3812
2011;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;21;2044;478;619;524;3686;21;2044;478;621;526;3690
2010;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;25;1946;475;622;521;3589;25;1946;475;627;523;3596
2009;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;20;1985;514;573;493;3585;20;1985;514;573;493;3585
2008;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;17;1843;527;526;467;3380;17;1843;527;526;467;3380
2007;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;10;1855;521;498;454;3338;10;1855;521;498;454;3338
2006;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;11;1912;490;502;446;3361;11;1912;490;502;446;3361
2005;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;11;2192;470;530;464;3667;11;2192;470;530;464;3667
2004;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;6;2456;477;547;493;3979;6;2456;477;547;493;3979
2003;24844;kraj;810;Moravskoslezský kraj;Ostrava - Vítkovice;8;2547;504;523;501;4083;8;2547;504;523;501;4083
2019;24842;okres;811;okres Bruntál;Bruntál;2;144;14;12;63;235;2;144;14;12;63;235
2018;24842;okres;811;okres Bruntál;Bruntál;0;135;17;12;55;219;0;135;17;12;55;219
2017;24842;okres;811;okres Bruntál;Bruntál;2;120;16;12;58;208;2;120;16;12;58;208
2016;24842;okres;811;okres Bruntál;Bruntál;0;106;11;22;52;191;0;106;11;22;52;191
2015;24842;okres;811;okres Bruntál;Bruntál;1;97;13;22;50;183;1;97;13;22;51;184
2014;24842;okres;811;okres Bruntál;Bruntál;1;90;17;21;53;182;1;90;17;22;54;184
2013;24842;okres;811;okres Bruntál;Bruntál;0;101;26;20;47;194;0;101;26;22;47;196
2012;24842;okres;811;okres Bruntál;Bruntál;0;110;21;26;49;206;0;110;21;27;49;207
2011;24842;okres;811;okres Bruntál;Bruntál;0;104;29;29;45;207;0;104;29;30;45;208
2010;24842;okres;811;okres Bruntál;Bruntál;1;118;17;32;43;211;1;118;17;34;43;213
2009;24842;okres;811;okres Bruntál;Bruntál;2;120;23;31;42;218;2;120;23;31;42;218
2008;24842;okres;811;okres Bruntál;Bruntál;0;112;34;32;39;217;0;112;34;32;39;217
2007;24842;okres;811;okres Bruntál;Bruntál;0;120;33;36;41;230;0;120;33;36;41;230
2006;24842;okres;811;okres Bruntál;Bruntál;0;97;33;38;36;204;0;97;33;38;36;204
2005;24842;okres;811;okres Bruntál;Bruntál;1;112;20;39;39;211;1;112;20;39;39;211
2004;24842;okres;811;okres Bruntál;Bruntál;0;128;18;32;41;219;0;128;18;32;41;219
2003;24842;okres;811;okres Bruntál;Bruntál;0;108;26;32;48;214;0;108;26;32;48;214
2019;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;21;738;142;131;185;1217;21;738;142;131;185;1217
2018;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;18;650;129;134;170;1101;18;650;129;134;170;1101
2017;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;17;669;114;136;161;1097;17;669;114;136;161;1097
2016;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;7;693;104;123;154;1081;7;693;104;123;154;1081
2015;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;6;675;87;119;153;1040;6;675;87;119;153;1040
2014;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;12;644;79;127;143;1005;12;644;79;127;143;1005
2013;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;11;603;83;140;128;965;11;603;83;140;128;965
2012;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;2;545;85;134;117;883;2;545;85;134;117;883
2011;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;6;457;82;127;100;772;6;457;82;127;100;772
2010;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;6;418;92;114;96;726;6;418;92;114;96;726
2009;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;5;370;91;111;87;664;5;370;91;111;87;664
2008;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;6;367;93;109;81;656;6;367;93;109;81;656
2007;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;1;370;91;101;82;645;1;370;91;101;82;645
2006;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;0;368;99;99;84;650;0;368;99;99;84;650
2005;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;0;432;96;101;87;716;0;432;96;101;87;716
2004;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;0;497;107;93;102;799;0;497;107;93;102;799
2003;24563;okres;812;okres Frýdek-Místek;Frýdek - Místek;0;582;101;104;119;906;0;582;101;104;119;906
2019;24622;okres;813;okres Karviná;Rychvald;7;219;57;67;96;446;7;219;57;67;96;446
2018;24622;okres;813;okres Karviná;Rychvald;8;198;60;77;100;443;8;198;60;77;100;443
2017;24622;okres;813;okres Karviná;Rychvald;10;182;62;84;94;432;10;182;62;84;94;432
2016;24622;okres;813;okres Karviná;Rychvald;9;207;50;81;83;430;9;207;50;81;83;430
2015;24622;okres;813;okres Karviná;Rychvald;20;257;53;73;81;484;20;257;53;73;81;484
2014;24622;okres;813;okres Karviná;Rychvald;12;249;65;75;78;479;12;249;65;75;78;479
2013;24622;okres;813;okres Karviná;Rychvald;11;248;73;65;80;477;11;248;73;65;80;477
2012;24622;okres;813;okres Karviná;Rychvald;6;288;116;101;86;597;6;288;116;101;86;597
2011;24622;okres;813;okres Karviná;Rychvald;8;302;128;69;75;582;8;302;128;69;75;582
2010;24622;okres;813;okres Karviná;Rychvald;6;304;124;88;80;602;6;304;124;88;80;602
2009;24622;okres;813;okres Karviná;Rychvald;7;315;124;73;68;587;7;315;124;73;68;587
2008;24622;okres;813;okres Karviná;Rychvald;6;284;76;51;66;483;6;284;76;51;66;483
2007;24622;okres;813;okres Karviná;Rychvald;4;271;62;49;57;443;4;271;62;49;57;443
2006;24622;okres;813;okres Karviná;Rychvald;3;265;44;44;54;410;3;265;44;44;54;410
2005;24622;okres;813;okres Karviná;Rychvald;2;263;61;38;53;417;2;263;61;38;53;417
2004;24622;okres;813;okres Karviná;Rychvald;3;304;47;36;57;447;3;304;47;36;57;447
2003;24622;okres;813;okres Karviná;Rychvald;2;249;40;31;39;361;2;249;40;31;39;361
2019;24656;okres;814;okres Nový Jièín;Nový Jièín;17;697;129;127;178;1148;17;697;136;143;182;1175
2018;24656;okres;814;okres Nový Jièín;Nový Jièín;12;667;119;135;149;1082;12;667;119;135;150;1083
2017;24656;okres;814;okres Nový Jièín;Nový Jièín;10;639;106;148;142;1045;10;639;106;148;142;1045
2016;24656;okres;814;okres Nový Jièín;Nový Jièín;10;605;87;156;126;984;10;605;87;156;126;984
2015;24656;okres;814;okres Nový Jièín;Nový Jièín;5;584;78;161;118;946;5;584;78;161;118;946
2014;24656;okres;814;okres Nový Jièín;Nový Jièín;5;567;75;167;106;920;5;567;75;167;106;920
2013;24656;okres;814;okres Nový Jièín;Nový Jièín;9;563;89;154;108;923;9;563;89;154;108;923
2012;24656;okres;814;okres Nový Jièín;Nový Jièín;4;510;105;147;101;867;4;510;105;147;103;869
2011;24656;okres;814;okres Nový Jièín;Nový Jièín;2;524;99;161;96;882;2;524;99;161;98;884
2010;24656;okres;814;okres Nový Jièín;Nový Jièín;8;476;97;155;95;831;8;476;97;155;97;833
2009;24656;okres;814;okres Nový Jièín;Nový Jièín;2;487;115;135;97;836;2;487;115;135;97;836
2008;24656;okres;814;okres Nový Jièín;Nový Jièín;3;424;110;124;92;753;3;424;110;124;92;753
2007;24656;okres;814;okres Nový Jièín;Nový Jièín;4;390;103;108;91;696;4;390;103;108;91;696
2006;24656;okres;814;okres Nový Jièín;Nový Jièín;3;410;106;108;91;718;3;410;106;108;91;718
2005;24656;okres;814;okres Nový Jièín;Nový Jièín;4;457;94;106;76;737;4;457;94;106;76;737
2004;24656;okres;814;okres Nový Jièín;Nový Jièín;2;463;97;115;86;763;2;463;97;115;86;763
2003;24656;okres;814;okres Nový Jièín;Nový Jièín;0;488;101;113;92;794;0;488;101;113;92;794
2019;24704;okres;815;okres Opava;Opava 1;6;416;75;81;129;707;6;416;75;81;129;707
2018;24704;okres;815;okres Opava;Opava 1;10;363;64;76;117;630;10;363;64;76;117;630
2017;24704;okres;815;okres Opava;Opava 1;7;323;64;64;109;567;7;323;64;64;109;567
2016;24704;okres;815;okres Opava;Opava 1;2;334;55;63;93;547;2;334;55;63;93;547
2015;24704;okres;815;okres Opava;Opava 1;2;313;49;60;89;513;2;313;49;60;89;513
2014;24704;okres;815;okres Opava;Opava 1;2;281;36;65;79;463;2;281;36;65;79;463
2013;24704;okres;815;okres Opava;Opava 1;2;256;32;69;82;441;2;256;32;70;82;442
2012;24704;okres;815;okres Opava;Opava 1;5;208;42;75;70;400;5;208;42;76;70;401
2011;24704;okres;815;okres Opava;Opava 1;2;196;42;79;64;383;2;196;42;80;64;384
2010;24704;okres;815;okres Opava;Opava 1;2;188;49;77;63;379;2;188;49;78;63;380
2009;24704;okres;815;okres Opava;Opava 1;1;201;56;62;61;381;1;201;56;62;61;381
2008;24704;okres;815;okres Opava;Opava 1;1;203;67;61;57;389;1;203;67;61;57;389
2007;24704;okres;815;okres Opava;Opava 1;0;216;82;67;59;424;0;216;82;67;59;424
2006;24704;okres;815;okres Opava;Opava 1;2;235;68;66;55;426;2;235;68;66;55;426
2005;24704;okres;815;okres Opava;Opava 1;0;292;62;73;72;499;0;292;62;73;72;499
2004;24704;okres;815;okres Opava;Opava 1;1;316;62;74;72;525;1;316;62;74;72;525
2003;24704;okres;815;okres Opava;Opava 1;2;320;66;59;56;503;2;320;66;59;56;503
2019;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;32;731;127;161;221;1272;32;731;127;161;222;1273
2018;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;39;703;126;146;220;1234;39;703;126;146;221;1235
2017;24742;okres;816;okres Ostrava - mìsto;Ostrava - Vítkovice;39;624;106;132;194;1095;39;624;106;132;196;1097
